#"Step","Time (ps)","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)"
9100000,18200.000002790326,-84.55685424804688,80.32997131347656,-4.2268829345703125,378.8813658975079
9110000,18220.0000027944,-125.9676513671875,55.392948150634766,-70.57470321655273,261.2643265426063
9120000,18240.000002798475,-121.114501953125,60.002349853515625,-61.112152099609375,283.00485980313306
9130000,18260.00000280255,-111.57144165039062,55.558326721191406,-56.01311492919922,262.04434498003553
9140000,18280.000002806624,-111.633544921875,56.48598861694336,-55.14755630493164,266.41972070103503
9150000,18300.0000028107,-108.98587036132812,51.30726623535156,-57.67860412597656,241.99395062470091
9160000,18320.000002814773,-110.42349243164062,85.177490234375,-25.246002197265625,401.7449940045914
9170000,18340.000002818848,-129.19940185546875,65.91238403320312,-63.287017822265625,310.8799080060358
9180000,18360.000002822922,-112.20379638671875,54.33970642089844,-57.86408996582031,256.29664563026654
9190000,18380.000002826997,-123.4046630859375,88.93705749511719,-34.46760559082031,419.4772296277676
9200000,18400.00000283107,-101.78610229492188,70.39828491210938,-31.3878173828125,332.03794185679226
9210000,18420.000002835146,-118.02670288085938,43.97441101074219,-74.05229187011719,207.40807740700964
9220000,18440.00000283922,-109.53057861328125,60.95090103149414,-48.57967758178711,287.4787611385851
9230000,18460.000002843295,-117.39190673828125,54.53009796142578,-62.86180877685547,257.19463931495034
9240000,18480.00000284737,-109.011474609375,43.4104118347168,-65.6010627746582,204.74793979356923
9250000,18500.000002851444,-108.845458984375,34.554344177246094,-74.2911148071289,162.97773926095277
9260000,18520.00000285552,-111.568115234375,76.16448211669922,-35.40363311767578,359.2345739131375
9270000,18540.000002859593,-97.79257202148438,52.67430877685547,-45.118263244628906,248.44169281726047
9280000,18560.000002863668,-120.12063598632812,56.90375518798828,-63.216880798339844,268.39014302878786
